Name,Average Runtime,End Date,Premiere Date,Genres,Type,Language,Network,Critic_Rating,Total Seasons,Total Episodes,Premier Date,User_Rating,vote_count,poster_path,tagline,Metacritic_Rating
Copper,60.0,2012-08-19,2013-09-22,"['Drama', 'Crime']",Scripted,English,BBC America,7.7,2,23,2013-09-22,6.357,56.0,/z2oQu8SipXvlnlrJrt6gZ47D408.jpg,"In 1864, he was New York's finest.",67.0
Flashpoint,60.0,2008-07-11,2012-12-13,"['Action', 'Adventure', 'Crime']",Scripted,English,CTV,7.7,5,75,2012-12-13,7.402,122.0,/3Bp3vJrPxnrN8iRDaclsVUPwgWa.jpg,One Moment Changes Everything,50.0
New Amsterdam,60.0,2008-03-04,2008-04-14,"['Drama', 'Crime', 'Fantasy']",Scripted,English,FOX,7.7,1,8,2008-04-14,8.457,886.0,/jsH4AeGZn5Q6h314A3OTUHKxHhR.jpg,Take care. Always.,63.0
New Amsterdam,60.0,2008-03-04,2008-04-14,"['Drama', 'Crime', 'Fantasy']",Scripted,English,FOX,7.7,1,8,2008-04-14,7.355,62.0,/iyhUIAQbGA1BysXbZhJm45JY2oi.jpg,Live like there's always tomorrow.,63.0
Malcolm in the Middle,30.0,2000-01-09,2006-05-14,['Comedy'],Scripted,English,FOX,7.7,7,151,2006-05-14,8.495,3896.0,/ckLLIsNy3Z0Go1PYHA2PHzVymUA.jpg,Family. The weirdest people you'll ever meet.,88.0
The Flintstones,30.0,1960-09-30,1966-04-01,"['Comedy', 'Adventure', 'Children']",Animation,English,ABC,7.7,6,166,1966-04-01,7.363,789.0,/30P6ifagQ3fguTsI33KMmDLTAx6.jpg,Yabba Dabba Doo!,N/A
Impastor,30.0,2015-07-15,2016-12-07,"['Comedy', 'Crime']",Scripted,English,TV Land,7.7,2,20,2016-12-07,7.2,52.0,/4TFkZz3nsbnPSOOekrbT7S04PRV.jpg,Fake identity. Real trouble,49.0
Schitt's Creek,30.0,2015-01-13,2020-04-07,['Comedy'],Scripted,English,CBC,7.7,6,79,2020-04-07,7.775,400.0,/iRfSzrPS5VYWQv7KVSEg2BZZL6C.jpg,Own this town,64.0
Spotless,60.0,2015-03-16,2015-04-13,"['Drama', 'Crime']",Scripted,French,Canal+,7.7,1,10,2015-04-13,6.8,27.0,/lARKdHXgWomQDiSjG5XqlVLhTWt.jpg,"In some families, death is in the blood.",79.0
Shark,60.0,2006-09-21,2008-05-20,"['Drama', 'Crime', 'Legal']",Scripted,English,CBS,7.7,2,38,2008-05-20,7.0,81.0,/um1pU14K6ox4VRznnqB0F4c8Oe6.jpg,It takes a predator to put one away.,60.0
Rosemary's Baby,120.0,2014-05-11,2014-05-15,"['Drama', 'Horror', 'Thriller']",Scripted,English,NBC,7.7,1,2,2014-05-15,5.776,123.0,/rJ9lgdZd8qGabCy4HJXSy5nJjYP.jpg,Fear brought to life.,51.0
Kojak,63.0,1973-10-24,1990-03-16,"['Drama', 'Crime']",Scripted,English,CBS,7.7,6,125,1990-03-16,6.8,87.0,/7F1eH97Bpi8zQbc172drbJCsOsG.jpg,"Who loves ya, baby?",N/A
The Finder,60.0,2012-01-12,2012-05-11,"['Drama', 'Comedy', 'Crime']",Scripted,English,FOX,7.7,1,13,2012-05-11,7.047,127.0,/iKJ5hTFvX0IScXrxcagYsePTnTd.jpg,A different kind of detective,58.0
Charlie's Angels,60.0,2011-09-22,2011-12-18,"['Action', 'Crime']",Scripted,English,ABC,7.7,1,8,2011-12-18,6.634,175.0,/pvSdc81hTTiTugMEGjObuEMijDc.jpg,We're the one to turn to.,30.0
Charlie's Angels,60.0,2011-09-22,2011-12-18,"['Action', 'Crime']",Scripted,English,ABC,7.7,1,8,2011-12-18,5.236,36.0,/4UiQ46T777kvKJCx9F9DAI3HajP.jpg,They're not saints.,30.0
Treme,60.0,2010-04-11,2013-12-29,"['Drama', 'Music']",Scripted,English,HBO,7.7,4,36,2013-12-29,7.9,103.0,/k4pV1FUccFmmbz9DwUON7KWT0gi.jpg,Wrap your troubles in dreams.,84.0
Red Band Society,60.0,2014-09-17,2015-02-07,"['Drama', 'Comedy']",Scripted,English,FOX,7.7,1,13,2015-02-07,7.239,69.0,/5P9YyoiiP2mtSNcROhqMywO4RB6.jpg,Band together.,58.0
Off the Map,60.0,2011-01-12,2011-04-06,"['Drama', 'Adventure', 'Medical']",Scripted,English,ABC,7.7,1,13,2011-04-06,6.8,18.0,/s25iy6jAQotC5eJY3FbXJYnUwBB.jpg,"For some doctors, there are no boundaries.",49.0
Anthony Bourdain: Parts Unknown,60.0,2013-04-14,2018-11-11,"['Food', 'Travel']",Documentary,English,CNN,7.7,12,95,2018-11-11,7.361,61.0,/qg7lcydNf8DBVFIFK3XEuccv1jf.jpg,"Get hungry, get curious, get lost.",N/A
Political Animals,60.0,2012-07-15,2012-08-19,['Drama'],Scripted,English,USA Network,7.7,1,6,2012-08-19,7.328,61.0,/fnFNsleo5IcUAqNjiKgixkGyxd2.jpg,Power runs in the family,65.0
Malibu Country,30.0,2012-11-02,2013-03-22,['Comedy'],Scripted,English,ABC,7.7,1,18,2013-03-22,6.0,4.0,/wtvWGPbS52DWLbtXvwbH2xpoaeN.jpg,Life's a beach.,41.0
Containment,60.0,2016-04-19,2016-07-19,"['Drama', 'Horror', 'Thriller']",Scripted,English,The CW,7.6,1,13,2016-07-19,6.614,153.0,/eeNd3ovnS8rztZgIpbCDx74VjSs.jpg,Hope is contagious.,48.0
Second Chance,60.0,2016-01-13,2016-03-25,"['Drama', 'Crime', 'Science-Fiction']",Scripted,English,FOX,7.6,1,11,2016-03-25,6.707,145.0,/vXQXjPQ0qq5caOSvTElc9UMp6Rf.jpg,Death gave him a second chance at life.,47.0
Second Chance,60.0,2016-01-13,2016-03-25,"['Drama', 'Crime', 'Science-Fiction']",Scripted,English,FOX,7.6,1,11,2016-03-25,4.8,14.0,/wtsTkRZkyCBlQgXt4ORQoQjafzf.jpg,Only you can give your life a new chance.,47.0
Courage the Cowardly Dog,30.0,1999-11-12,2002-11-22,"['Adventure', 'Children', 'Horror']",Animation,English,Cartoon Network,7.6,4,53,2002-11-22,8.161,1340.0,/dzD8EWDvtg7rBCINu0RCH5EUejh.jpg,Stupid dog. You make me look bad.,N/A
Rogue,60.0,2013-04-03,2017-05-24,"['Action', 'Crime']",Scripted,English,Audience Network,7.6,4,50,2017-05-24,7.407,44.0,/fiGa4VkDw9lb2AqKUbZvNd4K1Jw.jpg,Truth has its consequences.,47.0
Harry's Law,60.0,2011-01-17,2012-05-27,"['Drama', 'Legal']",Scripted,English,NBC,7.6,2,34,2012-05-27,7.182,33.0,/zaxAqo2tNNL9zN58YtXorKLo4wy.jpg,"Go ahead, make her case.",48.0
Young & Hungry,30.0,2014-06-25,2018-07-25,"['Comedy', 'Food', 'Romance']",Scripted,English,Freeform,7.6,5,71,2018-07-25,6.872,129.0,/l2n2WemhvroaVh0bPE9wQgHl6WG.jpg,Believe in your selfie.,N/A
Fallen,60.0,2007-08-04,2007-08-05,"['Adventure', 'Fantasy']",Scripted,English,Freeform,7.6,1,4,2007-08-05,6.457,35.0,/f2I0lwI5c7WVwZOhYgK4QSgWo4E.jpg,Torn between good and evil.,N/A
Zero Hour,60.0,2013-02-14,2013-08-03,"['Drama', 'Thriller', 'Supernatural']",Scripted,English,ABC,7.6,1,13,2013-08-03,5.302,43.0,/vRExY6DiLcDp4q4o8KJveDNmQwo.jpg,Break the code. Save the world.,39.0
Regular Show,15.0,2010-09-06,2017-01-16,"['Comedy', 'Adventure']",Animation,English,Cartoon Network,7.6,8,246,2017-01-16,8.655,1783.0,/mS5SLxMYcKfUxA0utBSR5MOAWWr.jpg,It's anything but.,N/A
The Spoils of Babylon,30.0,2014-01-09,2014-02-06,['Comedy'],Scripted,English,IFC,7.6,1,6,2014-02-06,6.089,45.0,/fFhrAk5IM9ofS8AksfLigX5shZ6.jpg,Love has no morals.,69.0
Who's the Boss?,30.0,1984-09-20,1992-04-25,"['Comedy', 'Family']",Scripted,English,ABC,7.6,8,196,1992-04-25,7.555,235.0,/uZjNwfCNi6lX3jmYAxHB1DUuqcB.jpg,Father doesn't always know best!,N/A
Conviction,60.0,2006-03-03,2006-05-19,"['Drama', 'Crime', 'Legal']",Scripted,English,NBC,7.6,1,13,2006-05-19,6.7,100.0,/7GZAKNbm4e1ljnTuDNhdYNPzdyx.jpg,"For the wrongly convicted, there's one last hope.",44.0
Early Edition,60.0,1996-09-28,2000-05-27,"['Drama', 'Fantasy', 'Science-Fiction']",Scripted,English,CBS,7.6,4,90,2000-05-27,7.371,128.0,/uycL5H5ir0ckyyt17FXZAuSQU4p.jpg,What if you had tomorrow's news... TODAY?,N/A
Revolution,60.0,2012-09-17,2014-05-21,"['Action', 'Adventure', 'Science-Fiction']",Scripted,English,NBC,7.6,2,42,2014-05-21,6.385,461.0,/pNyg4V6kuDstSSxk6Q9GgaBn4B8.jpg,Take back the power.,64.0
Ugly Betty,60.0,2006-09-28,2010-04-14,"['Drama', 'Comedy']",Scripted,English,ABC,7.6,4,85,2010-04-14,6.249,189.0,/5W64XnpFAId4gGyRrR6nmafE8lV.jpg,Ugly is the new beautiful.,75.0
The Flash,62.0,1990-09-20,1991-05-18,"['Action', 'Adventure', 'Science-Fiction']",Scripted,English,CBS,7.6,1,22,1991-05-18,7.797,10642.0,/lJA2RCMfsWoskqlQhXPSLFQGXEJ.jpg,The fastest man alive.,67.0
Terra Nova,60.0,2011-09-26,2011-12-19,"['Action', 'Adventure', 'Science-Fiction']",Scripted,English,FOX,7.6,1,13,2011-12-19,6.764,687.0,/y8dFONeUSXhMHiFecqFoaGI7S6y.jpg,There is no paradise without sacrifice.,64.0
Hellcats,60.0,2010-09-08,2011-05-17,"['Drama', 'Comedy']",Scripted,English,The CW,7.6,1,22,2011-05-17,7.637,102.0,/j52TnaTJ0yHN1m98NKkNj4bvku1.jpg,Before the competition is an even fiercer competition.,51.0
Cougar Town,30.0,2009-09-23,2015-03-31,['Comedy'],Scripted,English,TBS,7.6,6,102,2015-03-31,6.423,200.0,/s8JLZq24rbbJsYxjt0WcitYUY0R.jpg,Bad title. Good comedy.,63.67
American Gothic,60.0,1995-09-22,1998-02-06,"['Drama', 'Horror']",Scripted,English,CBS,7.6,1,22,1998-02-06,7.643,42.0,/qajOMTtQ958JEpmokPXTruwA9qp.jpg,Beyond the edge of evil lies the point of no return.,N/A
Crossing Lines,60.0,2013-06-23,2015-12-04,"['Drama', 'Action', 'Crime']",Scripted,English,TF1,7.6,3,34,2015-12-04,6.771,94.0,/xraj4mL476xVyevEM2dNoTfvPMS.jpg,A world without borders needs justice without borders.,58.0
Mildred Pierce,60.0,2011-03-27,2011-04-10,['Drama'],Scripted,English,HBO,7.6,1,5,2011-04-10,7.135,193.0,/eZ7TUocetldADAXZfnMSEVl7SbJ.jpg,Having it all would cost her everything.,69.0
Wayward Pines,60.0,2015-05-14,2016-07-27,"['Drama', 'Science-Fiction', 'Mystery']",Scripted,English,FOX,7.6,2,20,2016-07-27,6.832,700.0,/mK9MowBCPEn7RbsDXqN0MxyPc4.jpg,One road in. No road out.,56.0
The Secret Circle,60.0,2011-09-15,2012-05-10,"['Drama', 'Horror', 'Supernatural']",Scripted,English,The CW,7.6,1,22,2012-05-10,7.331,293.0,/3MwvNMhD9xpf1exlSfWgVm4sOF5.jpg,You know you want in.,56.0
Hostages,51.0,2013-10-13,2016-04-19,"['Drama', 'Crime']",Scripted,Hebrew,Channel 10,7.6,2,22,2016-04-19,4.7,3.0,/p1pPd1HcXdlmXfC1uOzCXTCwIhZ.jpg,444 days. Decades in the making.,64.0
Rookie Blue,60.0,2010-06-24,2015-07-29,"['Drama', 'Action', 'Crime']",Scripted,English,Global,7.6,6,74,2015-07-29,7.73,163.0,/e3hfrKjLHKjj3p82xvvGvfIu628.jpg,Every day is a first.,52.0
Kim Possible,30.0,2002-06-07,2007-09-07,"['Comedy', 'Action', 'Adventure']",Animation,English,Disney Channel,7.6,4,88,2007-09-07,7.555,417.0,/qsDNX8DPwWydDn9oUIhe1WcTuUH.jpg,What's the sitch?,N/A
Las Vegas,60.0,2003-09-22,2008-02-15,"['Drama', 'Crime']",Scripted,English,NBC,7.6,5,106,2008-02-15,6.939,189.0,/sLDHKh9zfsBf7eU1mroFhlO22jH.jpg,Fast. Furious. Fun,59.0
Detroit 1-8-7,60.0,2010-09-21,2011-03-20,"['Drama', 'Action', 'Crime']",Scripted,English,ABC,7.6,1,18,2011-03-20,6.765,17.0,/6Pr1PiKJadiJld8pB5ZQ4gGCE3m.jpg,Our city. Our rules.,63.0
Xena: Warrior Princess,60.0,1995-09-04,2001-06-25,"['Action', 'Adventure', 'Fantasy']",Scripted,English,Syndication,7.6,6,134,2001-06-25,7.584,1161.0,/qjUn6GVZVDifLHB7bvVrgZsOfzE.jpg,Her courage will change the world!,N/A
Harper's Island,60.0,2009-04-09,2009-07-11,"['Horror', 'Thriller', 'Mystery']",Scripted,English,CBS,7.6,1,13,2009-07-11,7.007,212.0,/ihpf4yvi9GWATXj7IApblIHRMP4.jpg,13 weeks. 25 suspects. 1 killer.,63.0
Marvel's Guardians of the Galaxy,30.0,2015-09-05,2019-06-09,"['Action', 'Adventure', 'Science-Fiction']",Animation,English,Disney XD,7.6,3,77,2019-06-09,7.224,67.0,/oXwe3wVhdvvxiixL9UJf6PgBybZ.jpg,We're back. You're welcome.,N/A
Royal Pains,60.0,2009-06-04,2016-07-06,"['Drama', 'Comedy', 'Family']",Scripted,English,USA Network,7.5,8,104,2016-07-06,6.898,133.0,/4WW26JPHeG5mgrFkgjvv3Qmgcwg.jpg,Some doctors still make house calls,61.0
Felicity,60.0,1998-09-29,2002-05-22,"['Drama', 'Romance']",Scripted,English,The WB,7.5,4,84,2002-05-22,6.597,68.0,/i6gZ7fVpLBK3l5FkxCzMtEtT7Bz.jpg,She's about to make the best mistake of her life.,87.0
Reign,60.0,2013-10-17,2017-06-16,"['Drama', 'Romance', 'History']",Scripted,English,The CW,7.5,4,78,2017-06-16,8.042,742.0,/epNfFs0gPyrpekecpzyX0XTkZgI.jpg,Love is the most dangerous subject.,N/A
Desperate Housewives,55.0,2004-10-03,2012-05-13,"['Drama', 'Comedy', 'Mystery']",Scripted,English,ABC,7.5,8,180,2012-05-13,7.929,1628.0,/mmL7HMdGOEaA8tR58s1PrpFsSmY.jpg,Secrets. Romance. Murder. All on one street,68.0
United States of Tara,30.0,2009-01-18,2011-06-20,"['Drama', 'Comedy']",Scripted,English,Showtime,7.5,3,36,2011-06-20,7.063,127.0,/newGv7rjbWdBkFySAg3d2g94mD4.jpg,"Just your average mother, teenager, biker dude, housewife",73.0
Once Upon a Time,60.0,2011-10-23,2018-05-18,"['Drama', 'Fantasy', 'Romance']",Scripted,English,ABC,7.5,7,156,2018-05-18,7.315,1948.0,/49qD372jeHUTmdNMGJkjCFZdv9y.jpg,Magic is coming.,66.0
Sleepy Hollow,60.0,2013-09-16,2017-03-31,"['Drama', 'Mystery', 'Supernatural']",Scripted,English,FOX,7.5,4,62,2017-03-31,7.4,917.0,/ooDWFmGR5foBvLNsX1t30Kv6Dlc.jpg,Carry on.,64.0
The Event,60.0,2010-09-20,2011-05-23,"['Drama', 'Action', 'Science-Fiction']",Scripted,English,NBC,7.5,1,22,2011-05-23,6.0,1.0,/6Q2q7Y4fhAvJNOXc7w5QDOj08s2.jpg,Perfection is served.,67.0
Luck,60.0,2012-01-29,2012-03-25,"['Drama', 'Crime', 'Sports']",Scripted,English,HBO,7.5,1,9,2012-03-25,6.777,47.0,/ngiaLLLpGeRjww6ZagjZrg9elcg.jpg,Leave nothing to chance.,75.0
Journeyman,60.0,2007-09-24,2007-12-19,"['Drama', 'Science-Fiction', 'Mystery']",Scripted,English,NBC,7.5,1,13,2007-12-19,7.456,79.0,/vCIvpqJlzxV5BV6kcR3fNd1Sesm.jpg,Time changes everything,52.0
Witches of East End,60.0,2013-10-06,2014-10-05,"['Drama', 'Fantasy', 'Romance']",Scripted,English,Lifetime,7.5,2,23,2014-10-05,7.613,208.0,/jBWSp8hw8CNUFWxTCawXzAhu2Hj.jpg,Careful what you witch for.,50.0
Unforgettable,60.0,2011-09-20,2016-01-22,"['Drama', 'Crime']",Scripted,English,A&E,7.5,4,61,2016-01-22,7.198,280.0,/6NsNh4qDhYiGp7SiHyk0Ec3Dns6.jpg,She can do anything but forget.,57.0
The A-Team,60.0,1983-01-23,1987-03-08,"['Action', 'Adventure']",Scripted,English,NBC,7.5,5,98,1987-03-08,7.472,865.0,/p2qWJJ7Wyaq2xvgIHuBw4zVNBij.jpg,Heroes for hire.,N/A
Twisted,60.0,2013-03-19,2014-04-01,"['Drama', 'Thriller', 'Mystery']",Scripted,English,Freeform,7.5,1,19,2014-04-01,7.635,52.0,/fMhccRNcOR4bDxxoWsnDZzjf7PB.jpg,The truth can be a killer.,66.0
Life,60.0,2009-10-12,2009-12-14,['Nature'],Documentary,English,BBC One,7.5,1,10,2009-12-14,8.3,308.0,/lk6lrS81gDVGMAErTwEL9308kq1.jpg,"Four years, 3000 filming days, ten part blockbuster.",N/A
Alphas,60.0,2011-07-11,2012-10-22,"['Drama', 'Science-Fiction', 'Supernatural']",Scripted,English,Syfy,7.5,2,24,2012-10-22,6.901,267.0,/z4pjaJPojPTue3tGcualzwQqo1Y.jpg,Super. And all too human.,63.0
Touch,60.0,2012-01-25,2013-05-10,"['Drama', 'Science-Fiction', 'Mystery']",Scripted,English,FOX,7.5,2,26,2013-05-10,6.561,253.0,/thjBc7hm1TUnI68QRf5cnYnX89f.jpg,The world is connected. But only his son sees how.,63.0
Ballers,30.0,2015-06-21,2019-10-13,"['Drama', 'Comedy', 'Sports']",Scripted,English,HBO,7.5,5,47,2019-10-13,6.7,699.0,/WyIazPyjmcFMC42nWEpI0jr56x.jpg,Legends Don't Die. They Reinvent.,N/A
Rose Red,90.0,2002-01-27,2002-01-31,['Horror'],Scripted,English,ABC,7.5,1,3,2002-01-31,6.8,349.0,/wpPgTtvxJvTVSI8754VbsSmCzqo.jpg,Every house has a story to tell...this one will kill you.,47.0
The Mighty Boosh,30.0,2003-05-20,2008-05-22,"['Comedy', 'Fantasy', 'Music']",Scripted,English,BBC Three,7.5,3,20,2008-05-22,7.632,117.0,/dKlYEo7mc1XLN2PutYlRuTLUXlC.jpg,Come with us now on a journey through time and space,N/A
Blindspot,60.0,2015-09-21,2020-07-23,"['Drama', 'Crime', 'Thriller']",Scripted,English,NBC,7.5,5,100,2020-07-23,7.378,2293.0,/4AeYzamQmd9Fa6hawDmYKbdvBSe.jpg,Piecing together her past. One tattoo at a time.,65.0
Little House on the Prairie,61.0,1974-09-11,1983-03-21,"['Drama', 'Family', 'Western']",Scripted,English,NBC,7.5,9,200,1983-03-21,7.9,813.0,/rrOItUbzFYzsl2Wl4XJjSeubb97.jpg,"Together, a pioneering family faces a crucial test of its courage and its love!",N/A
Great Expectations,40.0,2011-12-27,2011-12-29,"['Drama', 'Romance']",Scripted,English,BBC One,7.5,1,3,2011-12-29,7.181,80.0,/lcS3dqdpYj07cysAqkaCpKf6y7Y.jpg,Everything can change in a heartbeat.,N/A
Great Expectations,40.0,2011-12-27,2011-12-29,"['Drama', 'Romance']",Scripted,English,BBC One,7.5,1,3,2011-12-29,6.816,19.0,/izd70v2VS8SxGvnKxDpb65Q5Bx8.jpg,A classic tale reimagined.,N/A
Pretty Little Liars,60.0,2010-06-08,2017-06-27,"['Romance', 'Thriller', 'Mystery']",Scripted,English,Freeform,7.5,7,160,2017-06-27,8.028,2425.0,/frB4pyzEnYnO3F67iYPGZGEpEbr.jpg,Time to bring your A game.,54.0
ALF,30.0,1986-09-22,1996-02-17,"['Comedy', 'Family', 'Science-Fiction']",Scripted,English,NBC,7.5,4,102,1996-02-17,7.681,992.0,/shRed7ZrCRjdIMEYNx2YBVFkkNu.jpg,Got cat?,44.0
The Goldbergs,30.0,2013-09-24,2023-05-03,"['Comedy', 'Family']",Scripted,English,ABC,7.5,10,229,2023-05-03,7.7,292.0,/pZyaKyry0V1muunoTt6pZ6cLduR.jpg,Picture perfect.,52.0
Miami Vice,61.0,1984-09-16,1990-01-25,"['Drama', 'Action', 'Crime']",Scripted,English,NBC,7.5,5,110,1990-01-25,7.503,358.0,/b5kLqC6eDiA17nq3jr1Vi340Kns.jpg,There's no stopping them.,N/A
The Fosters,60.0,2013-06-03,2018-06-06,"['Drama', 'Family', 'Romance']",Scripted,English,Freeform,7.5,5,104,2018-06-06,7.595,279.0,/h8pYmBwj76Pi2vt8HFnzdlsjEsA.jpg,How do you define family?,69.0
Bewitched,30.0,1964-09-17,1972-03-25,"['Comedy', 'Family', 'Fantasy']",Scripted,English,ABC,7.5,8,254,1972-03-25,7.9,624.0,/7UZVO1SclbgVWM2ELrwWGaS7i94.jpg,Witches are people too!,N/A
The Flash,60.0,2014-10-07,2023-05-24,"['Drama', 'Action', 'Science-Fiction']",Scripted,English,The CW,7.5,9,184,2023-05-24,7.797,10642.0,/lJA2RCMfsWoskqlQhXPSLFQGXEJ.jpg,The fastest man alive.,67.0
Constantine,60.0,2014-10-24,2015-02-13,"['Drama', 'Action', 'Horror']",Scripted,English,NBC,7.5,1,13,2015-02-13,7.809,1369.0,/gQ3bA1DBKyZwkDCHJFEAT0MkKpu.jpg,Everyone fights their demons. His fight back.,N/A
Awake,60.0,2012-03-01,2012-05-24,"['Drama', 'Fantasy', 'Thriller']",Scripted,English,NBC,7.4,1,13,2012-05-24,7.048,166.0,/gAXMk6AhGNNIT00DyCiXZ2gIQnK.jpg,Two dreams. One reality.,74.0
Hawaii Five-O,60.0,1968-09-20,1980-04-05,"['Action', 'Adventure', 'Crime']",Scripted,English,CBS,7.4,12,284,1980-04-05,7.0,116.0,/6jwEtk9UgHoQCVrqHuRmbgSvwMS.jpg,"Book 'Em, Danno!",N/A
Believe,60.0,2014-03-10,2014-06-30,"['Drama', 'Action', 'Fantasy']",Scripted,English,NBC,7.4,1,13,2014-06-30,6.738,143.0,/1h1txgv70Rl0b4OrNIJi6korazk.jpg,An extraordinary girl...about to change the world,55.0
Dirty Sexy Money,60.0,2007-09-26,2009-08-08,['Drama'],Scripted,English,ABC,7.4,2,23,2009-08-08,6.219,64.0,/qZHn3otXV4y7AELII800Gpv3TbW.jpg,You can't be filthy rich... without getting a little dirty.,68.0
Mixology,30.0,2014-02-26,2014-05-21,"['Comedy', 'Romance']",Scripted,English,ABC,7.4,1,13,2014-05-21,6.7,22.0,/wqmf1BB7BiQKAr3WqYNEt9fEiWg.jpg,A romantic comedy with a twist.,48.0
Bad Judge,30.0,2014-10-02,2015-01-22,"['Comedy', 'Family']",Scripted,English,NBC,7.4,1,13,2015-01-22,6.5,40.0,/t6xaYRcLvUAWwaoGw6EoUG39U7V.jpg,Upholding the rules by day. Breaking them by night.,38.0
Surface,60.0,2005-09-19,2006-02-06,"['Action', 'Adventure', 'Science-Fiction']",Scripted,English,NBC,7.4,1,15,2006-02-06,6.5,28.0,/bM2OlmtSFj1CmDNLyP9A7jbDuGr.jpg,Who do you trust when you can't trust yourself?,39.0
Taxi,30.0,1978-09-12,1983-06-15,['Comedy'],Scripted,English,NBC,7.4,5,114,1983-06-15,7.183,126.0,/pua3A2XSaO6bP6WhVDBRbcyRTAS.jpg,It's off the laugh meter!,77.0
Recovery Road,60.0,2016-01-25,2016-03-28,"['Drama', 'Family']",Scripted,English,Freeform,7.4,1,10,2016-03-28,6.833,21.0,/awoLSvv65KBx1rzb1BG7GI4o0zD.jpg,They have a connection.,N/A
Relic Hunter,60.0,1999-09-25,2002-05-20,"['Action', 'Adventure', 'Fantasy']",Scripted,English,Syndication,7.4,3,66,2002-05-20,6.756,129.0,/t04oqIsBlRnxKOWhBL6SlEQowZ5.jpg,Beauty. Brains. Black Belt,N/A
JAG,60.0,1995-09-23,2005-04-29,"['Drama', 'Crime', 'Legal']",Scripted,English,CBS,7.4,10,227,2005-04-29,7.31,302.0,/zPyHpkJZ5O08lbgrQQIROXtb3xz.jpg,The defense never rests,62.0
The Bridge,60.0,2013-07-10,2014-10-01,"['Drama', 'Crime', 'Thriller']",Scripted,English,FX,7.4,2,26,2014-10-01,3.7,3.0,/nYAVEIIXcO7tnDbO0zyKfSx4ZRb.jpg,Murderers have no homeland,65.0
V,60.0,2009-11-03,2011-03-15,"['Drama', 'Adventure', 'Science-Fiction']",Scripted,English,ABC,7.4,2,22,2011-03-15,7.736,851.0,/fV5U1eWPC8Dvxq0BUIoF7cvBK1o.jpg,Humankind's last stand.,57.5
V,60.0,2009-11-03,2011-03-15,"['Drama', 'Adventure', 'Science-Fiction']",Scripted,English,ABC,7.4,2,22,2011-03-15,6.821,618.0,/b2w3vq0uvfmahS6dB41WeWByhVy.jpg,We are of peace. Always.,57.5
Jane the Virgin,60.0,2014-10-13,2019-07-31,"['Drama', 'Crime', 'Romance']",Scripted,English,The CW,7.4,5,100,2019-07-31,8.0,777.0,/DRRHgvsNEfBloMgIP8bBw4zi4E.jpg,What's a virgin mother to do?,80.0
Bitten,60.0,2014-01-11,2016-04-15,"['Drama', 'Horror', 'Romance']",Scripted,English,CTV Sci-Fi Channel,7.4,3,33,2016-04-15,7.328,224.0,/guhxl5I8J1WVEA3yeDt8hwgpYWx.jpg,"Who's afraid of the big, blonde wolf?",59.0
The Tomorrow People,60.0,2013-10-09,2014-05-05,"['Action', 'Science-Fiction']",Scripted,English,The CW,7.4,1,22,2014-05-05,7.009,293.0,/3EavFY6TuhDm4ERbDGrZ1oEqB57.jpg,Different is dangerous.,50.0
Medium,60.0,2005-01-03,2011-01-21,"['Drama', 'Crime', 'Supernatural']",Scripted,English,CBS,7.4,7,130,2011-01-21,7.563,468.0,/aqawO5mYblDRwEmHjMiLJa8LyIr.jpg,She Sees What Others Can't.,58.0
Life Unexpected,60.0,2010-01-18,2011-01-18,"['Drama', 'Family']",Scripted,English,The CW,7.4,2,26,2011-01-18,7.806,67.0,/riHJXZovS7QjhRyiwnm2ULpx5JN.jpg,Family is the new F-word...,69.0
Rosewood,60.0,2015-09-23,2017-04-28,"['Drama', 'Crime', 'Medical']",Scripted,English,FOX,7.4,2,44,2017-04-28,6.7,138.0,/zjrfQbFzmOaOrgEbJHG2eIwjKbv.jpg,Life. Death. Miami.,37.0
Arrow,60.0,2012-10-10,2020-01-28,"['Drama', 'Action', 'Science-Fiction']",Scripted,English,The CW,7.4,8,170,2020-01-28,6.793,5569.0,/gKG5QGz5Ngf8fgWpBsWtlg5L2SF.jpg,Heroes fall. Legends rise.,73.0
Samantha Who?,30.0,2007-10-15,2009-07-23,['Comedy'],Scripted,English,ABC,7.4,2,35,2009-07-23,6.597,62.0,/wAvkXvn5u55osbHYqAv7Y1kEDfO.jpg,"She's been a bad, bad girl... Good thing she can't remember.",59.0
In Treatment,30.0,2008-01-28,2021-06-28,"['Drama', 'Medical']",Scripted,English,HBO,7.4,4,130,2021-06-28,7.8,128.0,/jT5aE1ghJL9OKrxmAr2GUiWCcYw.jpg,The time is yours.,77.5
That's So Raven,30.0,2003-01-17,2007-11-10,"['Comedy', 'Children', 'Fantasy']",Scripted,English,Disney Channel,7.4,4,100,2007-11-10,7.215,198.0,/fLo2KYsE7gdM8ti1L9pcdaLoLPD.jpg,She can see the future. But she can't quite see what's coming next.,N/A
Phineas and Ferb,15.0,2007-08-17,2020-08-28,"['Comedy', 'Children']",Animation,English,Disney Channel,7.4,4,222,2020-08-28,7.875,701.0,/haFnEJx44Uk4w2YEzQpdclVURlS.jpg,There is no such thing as an ordinary day to Phineas and Ferb.,N/A
